TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
TXN003753,26-12-2025,Wardrobe,Furniture,North,Offline,7,9718.5,68029.5,Net Banking,CUST03581
TXN003754,13-09-2024,Wardrobe,Furniture,East,Online,7,105.57,738.99,UPI,CUST03965
TXN003755,27-06-2025,Dumbbells,Sports,East,Online,6,6627.05,39762.3,Credit Card,CUST00744
TXN003756,29-04-2024,Dress,Clothing,South,Offline,1,176.85,176.85,Credit Card,CUST01116
TXN003757,14-04-2025,Spices Pack,Grocery,East,Online,9,6392.64,57533.76,Credit Card,CUST00029
TXN003758,04-12-2025,Wheat Flour,Grocery,South,Online,2,7502.24,15004.48,Net Banking,CUST02365
TXN003759,31-08-2025,Saree,Clothing,East,Offline,7,9356.91,65498.37,Credit Card,CUST00866
TXN003760,17-06-2025,Perfume,Beauty,North,Online,9,3718.4,33465.6,Net Banking,CUST02100
TXN003761,29-10-2025,Tablet,Electronics,West,Offline,7,6997.1,48979.7,Cash,CUST02916
TXN003762,05-08-2025,Smartphone,Electronics,South,Online,8,5915.12,47320.96,UPI,CUST03203
TXN003763,10-10-2024,Bookshelf,Furniture,North,Offline,5,1192.16,5960.8,Cash,CUST01851
TXN003764,16-02-2025,Tennis Ball,Sports,West,Offline,3,3917.45,11752.35,UPI,CUST01167
TXN003765,31-10-2025,Sweater,Clothing,South,Offline,10,1180.34,11803.4,Net Banking,CUST00127
TXN003766,22-09-2024,Shorts,Clothing,West,Offline,10,7433.64,74336.4,Net Banking,CUST03328
TXN003767,12-09-2025,Face Wash,Beauty,South,Offline,9,8565.21,77086.89,Net Banking,CUST02079
TXN003768,16-08-2024,Perfume,Beauty,North,Offline,9,813.23,7319.07,Net Banking,CUST02156
TXN003769,12-11-2024,Sweater,Clothing,East,Offline,4,662.21,2648.84,Net Banking,CUST02672
TXN003770,17-11-2025,Camera,Electronics,South,Offline,2,8813.6,17627.2,Credit Card,CUST01296
TXN003771,04-11-2025,Smartphone,Electronics,South,Online,7,5880.3,41162.1,Credit Card,CUST00782
TXN003772,21-07-2024,Hair Oil,Beauty,North,Offline,1,2439.33,2439.33,Credit Card,CUST01675
TXN003773,18-08-2025,Running Shoes,Sports,North,Online,9,3397,30573,Cash,CUST02983
TXN003774,10-07-2024,Jeans,Clothing,West,Offline,6,2036.12,12216.72,Net Banking,CUST00975
TXN003775,17-11-2024,Hair Oil,Beauty,North,Online,5,6268.38,31341.9,Credit Card,CUST01076
TXN003776,31-08-2025,Face Cream,Beauty,West,Online,3,2532.1,7596.3,Net Banking,CUST01996
TXN003777,17-03-2024,Bookshelf,Furniture,North,Online,10,2505.95,25059.5,UPI,CUST01286
TXN003778,11-01-2025,Coffee Table,Furniture,South,Online,3,463.8,1391.4,Net Banking,CUST00466
TXN003779,26-04-2025,Sofa,Furniture,West,Offline,5,2728.14,13640.7,UPI,CUST02309
TXN003780,07-10-2024,Pulses Pack,Grocery,South,Online,3,1166.96,3500.88,Credit Card,CUST03798
TXN003781,09-11-2025,Cricket Bat,Sports,West,Offline,1,8443.11,8443.11,UPI,CUST00122
TXN003782,24-03-2025,Perfume,Beauty,East,Online,3,8706.11,26118.33,Credit Card,CUST02688
TXN003783,28-12-2025,Face Cream,Beauty,North,Offline,5,2904.51,14522.55,UPI,CUST01018
TXN003784,18-11-2025,Tablet,Electronics,North,Offline,6,8131.66,48789.96,UPI,CUST02379
TXN003785,06-12-2024,Headphones,Electronics,South,Online,6,4344.17,26065.02,Net Banking,CUST02042
TXN003786,13-05-2025,Running Shoes,Sports,North,Online,4,6497.04,25988.16,Net Banking,CUST01680
TXN003787,15-07-2024,Badminton Racket,Sports,East,Offline,7,450.12,3150.84,Credit Card,CUST02844
TXN003788,07-09-2024,Tea Powder,Grocery,South,Online,7,8908.94,62362.58,Cash,CUST00753
TXN003789,03-12-2025,Jacket,Clothing,East,Offline,6,9494.09,56964.54,Cash,CUST01641
TXN003790,16-04-2024,Pulses Pack,Grocery,East,Offline,8,335.19,2681.52,Cash,CUST03917
TXN003791,14-12-2024,Face Cream,Beauty,West,Online,1,2151.34,2151.34,Credit Card,CUST01036
TXN003792,12-11-2024,Cricket Bat,Sports,South,Offline,10,4808.67,48086.7,Credit Card,CUST03738
TXN003793,27-04-2024,Cooking Oil,Grocery,East,Online,4,7573.6,30294.4,Credit Card,CUST02410
TXN003794,12-10-2025,Headphones,Electronics,South,Online,2,124.2,248.4,UPI,CUST00919
TXN003795,26-01-2024,Rice Bag,Grocery,West,Online,7,517.02,3619.14,Cash,CUST03678
TXN003796,26-07-2025,Jacket,Clothing,West,Offline,8,7511.12,60088.96,Credit Card,CUST01860
TXN003797,25-02-2024,Office Chair,Furniture,North,Offline,9,5400.93,48608.37,Net Banking,CUST03233
TXN003798,19-06-2024,Football,Sports,East,Offline,4,1592.19,6368.76,Cash,CUST03933
TXN003799,22-03-2024,Kurta,Clothing,East,Offline,5,4217.98,21089.9,Net Banking,CUST01498
TXN003800,30-05-2025,Yoga Mat,Sports,West,Offline,8,4142.68,33141.44,Net Banking,CUST03353
TXN003801,10-12-2025,Television,Electronics,North,Offline,3,6978.27,20934.81,UPI,CUST03756
TXN003802,16-12-2024,Shorts,Clothing,South,Online,8,5546.11,44368.88,UPI,CUST01923
TXN003803,21-05-2025,Running Shoes,Sports,North,Online,8,135.67,1085.36,UPI,CUST01707
TXN003804,21-11-2024,Sugar,Grocery,South,Online,7,955.46,6688.22,Net Banking,CUST03906
TXN003805,05-06-2024,Yoga Mat,Sports,West,Offline,9,706.84,6361.56,Credit Card,CUST02100
TXN003806,30-05-2024,Spices Pack,Grocery,East,Offline,5,1283.31,6416.55,Cash,CUST00006
TXN003807,15-12-2024,Saree,Clothing,East,Offline,1,3413.42,3413.42,Net Banking,CUST02224
TXN003808,11-06-2025,Smartwatch,Electronics,East,Offline,7,3125.58,21879.06,Net Banking,CUST03971
TXN003809,14-08-2025,Coffee Table,Furniture,East,Online,8,5868.07,46944.56,Credit Card,CUST03677
TXN003810,06-05-2024,Sweater,Clothing,West,Offline,4,9831.52,39326.08,UPI,CUST00341
TXN003811,12-02-2025,Laptop,Electronics,East,Offline,9,295.23,2657.07,Net Banking,CUST00012
TXN003812,20-12-2025,Camera,Electronics,East,Offline,8,8735,69880,Cash,CUST01504
TXN003813,23-06-2024,Camera,Electronics,South,Online,1,4765.83,4765.83,UPI,CUST00239
TXN003814,18-10-2024,Dress,Clothing,South,Offline,8,6011.32,48090.56,Net Banking,CUST02865
TXN003815,04-06-2024,Lipstick,Beauty,South,Online,1,3342.48,3342.48,Cash,CUST00376
TXN003816,05-02-2024,Cricket Bat,Sports,East,Offline,1,8170.9,8170.9,Net Banking,CUST02275
TXN003817,05-01-2025,Headphones,Electronics,East,Offline,1,1571.11,1571.11,UPI,CUST02316
TXN003818,29-04-2025,Dress,Clothing,West,Online,2,218.36,436.72,Credit Card,CUST02540
TXN003819,26-04-2025,Bed Frame,Furniture,South,Offline,8,6776.95,54215.6,UPI,CUST02622
TXN003820,23-08-2024,Dumbbells,Sports,North,Offline,5,2618.61,13093.05,Credit Card,CUST01420
TXN003821,03-06-2024,Spices Pack,Grocery,North,Online,1,2884.68,2884.68,Net Banking,CUST01165
TXN003822,25-04-2024,Wardrobe,Furniture,West,Offline,5,489.56,2447.8,UPI,CUST00381
TXN003823,11-07-2024,Saree,Clothing,West,Offline,7,7982.59,55878.13,Net Banking,CUST03038
TXN003824,10-08-2025,Sunscreen,Beauty,South,Offline,9,1240.6,11165.4,Net Banking,CUST03143
TXN003825,05-01-2024,Yoga Mat,Sports,North,Offline,2,8102.51,16205.02,Net Banking,CUST01234
TXN003826,05-09-2025,Face Cream,Beauty,North,Offline,10,7263.51,72635.1,Cash,CUST01127
TXN003827,06-10-2024,Running Shoes,Sports,East,Online,4,9564.43,38257.72,UPI,CUST02062
TXN003828,14-02-2025,Sweater,Clothing,East,Offline,8,2629.37,21034.96,UPI,CUST00110
TXN003829,01-08-2025,Running Shoes,Sports,South,Online,3,2658.53,7975.59,Credit Card,CUST01300
TXN003830,28-05-2024,Spices Pack,Grocery,East,Online,2,996.24,1992.48,Cash,CUST03732
TXN003831,18-12-2025,Yoga Mat,Sports,East,Offline,7,6806.54,47645.78,UPI,CUST02444
TXN003832,15-08-2024,Jeans,Clothing,West,Offline,10,4179.29,41792.9,Credit Card,CUST00215
TXN003833,05-11-2025,Spices Pack,Grocery,West,Offline,9,182.31,1640.79,Cash,CUST03624
TXN003834,08-06-2024,Kurta,Clothing,North,Online,6,6200.38,37202.28,Net Banking,CUST02715
TXN003835,17-05-2024,Bluetooth Speaker,Electronics,North,Offline,9,8279.72,74517.48,Net Banking,CUST03775
TXN003836,15-07-2025,Headphones,Electronics,East,Offline,8,9720.25,77762,UPI,CUST02494
TXN003837,06-07-2025,Bookshelf,Furniture,North,Offline,1,3017.41,3017.41,Credit Card,CUST03832
TXN003838,11-04-2025,Camera,Electronics,North,Offline,3,897.98,2693.94,Net Banking,CUST00322
TXN003839,14-04-2025,Saree,Clothing,North,Online,5,3506.96,17534.8,Credit Card,CUST02546
TXN003840,04-07-2024,Sugar,Grocery,South,Offline,10,9932.19,99321.9,Net Banking,CUST03854
TXN003841,26-04-2025,Office Chair,Furniture,North,Offline,9,2654.03,23886.27,Net Banking,CUST03107
TXN003842,28-10-2024,Smartwatch,Electronics,North,Online,2,9188.87,18377.74,Credit Card,CUST02958
TXN003843,18-08-2025,Shampoo,Beauty,South,Online,6,9629.35,57776.1,Net Banking,CUST00746
TXN003844,13-12-2025,Wheat Flour,Grocery,East,Online,5,3831.08,19155.4,Credit Card,CUST02114
TXN003845,09-09-2025,Laptop,Electronics,West,Offline,9,2934.79,26413.11,UPI,CUST01961
TXN003846,10-09-2025,Kurta,Clothing,North,Offline,2,9219.11,18438.22,Cash,CUST01476
TXN003847,23-02-2025,Tennis Ball,Sports,South,Online,3,7042.18,21126.54,Credit Card,CUST03555
TXN003848,04-03-2024,Rice Bag,Grocery,South,Offline,10,2598,25980,Cash,CUST03549
TXN003849,19-11-2024,Jeans,Clothing,South,Online,3,7094.87,21284.61,Net Banking,CUST02604
TXN003850,02-11-2024,Dress,Clothing,East,Online,8,9606.2,76849.6,Credit Card,CUST03312
TXN003851,28-10-2025,Face Wash,Beauty,South,Online,9,4197.18,37774.62,Credit Card,CUST01165
TXN003852,01-11-2024,Pulses Pack,Grocery,North,Offline,4,8629.62,34518.48,Cash,CUST00533
TXN003853,02-10-2025,Smartwatch,Electronics,East,Offline,9,8489.62,76406.58,Net Banking,CUST02211
TXN003854,18-02-2024,Sugar,Grocery,East,Offline,5,3532.5,17662.5,UPI,CUST02104
TXN003855,14-02-2025,Cooking Oil,Grocery,North,Offline,6,7115.64,42693.84,UPI,CUST00328
TXN003856,19-06-2025,Headphones,Electronics,West,Offline,3,852.66,2557.98,Credit Card,CUST03748
TXN003857,09-11-2025,Badminton Racket,Sports,South,Offline,10,510.89,5108.9,UPI,CUST03417
TXN003858,20-09-2025,Bookshelf,Furniture,North,Online,9,5064.87,45583.83,Credit Card,CUST02838
TXN003859,29-06-2025,Bookshelf,Furniture,East,Offline,3,540.11,1620.33,Cash,CUST02744
TXN003860,13-08-2024,Shampoo,Beauty,South,Online,3,2175.12,6525.36,Credit Card,CUST03760
TXN003861,18-01-2024,Kurta,Clothing,South,Offline,5,1355.08,6775.4,Net Banking,CUST03808
TXN003862,07-05-2025,Dumbbells,Sports,West,Offline,9,7053.99,63485.91,UPI,CUST00763
TXN003863,27-04-2025,Saree,Clothing,South,Online,4,1580.48,6321.92,Net Banking,CUST01839
TXN003864,28-07-2025,Sweater,Clothing,South,Online,1,4126.33,4126.33,Credit Card,CUST03375
TXN003865,15-08-2024,Coffee Table,Furniture,North,Offline,8,2502.91,20023.28,Net Banking,CUST00711
TXN003866,16-07-2024,Shampoo,Beauty,South,Offline,1,653.75,653.75,UPI,CUST00873
TXN003867,13-12-2024,Yoga Mat,Sports,South,Online,1,9421.03,9421.03,Net Banking,CUST00904
TXN003868,13-10-2025,Face Wash,Beauty,West,Online,9,3509.47,31585.23,Net Banking,CUST03780
TXN003869,24-01-2024,Coffee Table,Furniture,West,Offline,1,7656.69,7656.69,Credit Card,CUST01357
TXN003870,16-12-2024,Office Chair,Furniture,South,Online,10,7978.06,79780.6,Net Banking,CUST02660
TXN003871,09-02-2024,Sofa,Furniture,East,Offline,8,9713.55,77708.4,Cash,CUST01474
TXN003872,20-08-2025,Spices Pack,Grocery,North,Offline,8,2405.18,19241.44,Net Banking,CUST03447
TXN003873,17-12-2024,Tea Powder,Grocery,East,Offline,5,5197.5,25987.5,UPI,CUST03057
TXN003874,18-11-2025,Sugar,Grocery,West,Online,3,7145.59,21436.77,Cash,CUST03952
TXN003875,07-12-2025,Sweater,Clothing,North,Offline,9,4705.92,42353.28,Net Banking,CUST00119
TXN003876,11-01-2024,Face Wash,Beauty,South,Online,4,6806.16,27224.64,UPI,CUST03851
TXN003877,16-11-2024,Tennis Ball,Sports,North,Online,7,2818.41,19728.87,Net Banking,CUST01690
TXN003878,25-01-2024,Sunscreen,Beauty,North,Online,1,942.92,942.92,Cash,CUST00924
TXN003879,07-09-2024,Running Shoes,Sports,East,Online,4,7241.27,28965.08,Net Banking,CUST00374
TXN003880,19-01-2025,Dress,Clothing,West,Offline,7,5542.27,38795.89,Cash,CUST01313
TXN003881,15-07-2025,Smartphone,Electronics,East,Online,6,8204.23,49225.38,Credit Card,CUST01873
TXN003882,13-10-2024,Shorts,Clothing,South,Offline,1,1380.07,1380.07,Net Banking,CUST02012
TXN003883,18-06-2024,Tennis Ball,Sports,South,Online,6,9267.42,55604.52,UPI,CUST02491
TXN003884,17-03-2025,Sunscreen,Beauty,North,Offline,10,6711.08,67110.8,UPI,CUST01448
TXN003885,21-05-2025,Bed Frame,Furniture,North,Offline,6,351.64,2109.84,UPI,CUST01328
TXN003886,26-10-2025,Kurta,Clothing,West,Online,8,1235.86,9886.88,UPI,CUST03586
TXN003887,20-10-2024,Smartwatch,Electronics,North,Online,6,1396.72,8380.32,UPI,CUST00588
TXN003888,04-03-2024,Spices Pack,Grocery,West,Online,7,6536.1,45752.7,Cash,CUST03579
TXN003889,09-03-2024,Badminton Racket,Sports,West,Online,5,8339.08,41695.4,UPI,CUST02013
TXN003890,29-10-2024,Lipstick,Beauty,North,Online,1,8057.93,8057.93,Cash,CUST03234
TXN003891,11-11-2025,Saree,Clothing,South,Offline,8,2104.56,16836.48,Credit Card,CUST01230
TXN003892,28-02-2024,Shorts,Clothing,West,Online,2,7879.16,15758.32,UPI,CUST03597
TXN003893,19-10-2024,Headphones,Electronics,West,Offline,4,2966.66,11866.64,Cash,CUST02359
TXN003894,13-09-2024,Headphones,Electronics,East,Online,6,7212.46,43274.76,Credit Card,CUST01449
TXN003895,04-05-2025,Yoga Mat,Sports,East,Online,5,9258.22,46291.1,Net Banking,CUST02490
TXN003896,15-09-2024,Headphones,Electronics,West,Online,6,3094.62,18567.72,Cash,CUST00354
TXN003897,20-07-2025,Cricket Bat,Sports,East,Online,5,7436.04,37180.2,Credit Card,CUST01074
TXN003898,29-05-2025,Lipstick,Beauty,South,Online,4,2221.96,8887.84,Net Banking,CUST02835
TXN003899,29-06-2024,Sugar,Grocery,South,Online,3,4986.33,14958.99,UPI,CUST03357
TXN003900,11-05-2024,Laptop,Electronics,West,Online,3,6230.53,18691.59,Credit Card,CUST02059
TXN003901,26-03-2024,T-Shirt,Clothing,East,Offline,10,8607.05,86070.5,Cash,CUST00667
TXN003902,24-09-2025,Running Shoes,Sports,East,Online,10,3860.48,38604.8,Net Banking,CUST01238
TXN003903,04-01-2025,Dress,Clothing,East,Online,10,8701.71,87017.1,Cash,CUST02102
TXN003904,06-06-2024,Smartwatch,Electronics,West,Offline,7,9645.83,67520.81,Credit Card,CUST00386
TXN003905,28-03-2025,Dress,Clothing,South,Offline,8,632.96,5063.68,UPI,CUST03989
TXN003906,29-12-2025,Face Cream,Beauty,South,Online,1,8596.75,8596.75,Credit Card,CUST02830
TXN003907,15-07-2025,Cricket Bat,Sports,East,Offline,5,454.07,2270.35,Cash,CUST00459
TXN003908,01-09-2024,Shampoo,Beauty,West,Online,4,2797.07,11188.28,UPI,CUST02427
TXN003909,11-01-2025,Rice Bag,Grocery,South,Online,5,8954.22,44771.1,Net Banking,CUST03154
TXN003910,04-02-2025,Sofa,Furniture,South,Offline,6,7536.18,45217.08,Credit Card,CUST01467
TXN003911,25-12-2025,Perfume,Beauty,West,Online,2,8272.54,16545.08,Credit Card,CUST00482
TXN003912,07-02-2025,Smartwatch,Electronics,South,Online,2,6558,13116,Cash,CUST01293
TXN003913,07-12-2025,Pulses Pack,Grocery,East,Online,10,6159.31,61593.1,Credit Card,CUST00248
TXN003914,10-03-2025,Pulses Pack,Grocery,South,Online,1,3519.16,3519.16,UPI,CUST01650
TXN003915,03-09-2025,Sugar,Grocery,West,Online,4,2260.18,9040.72,Net Banking,CUST00243
TXN003916,30-01-2024,Rice Bag,Grocery,North,Online,1,5841.98,5841.98,Cash,CUST01124
TXN003917,02-11-2025,Television,Electronics,West,Online,3,2240.41,6721.23,Credit Card,CUST03459
TXN003918,01-02-2024,Wheat Flour,Grocery,South,Offline,5,8828.68,44143.4,Credit Card,CUST02553
TXN003919,28-10-2025,Dress,Clothing,South,Offline,10,7348.86,73488.6,Net Banking,CUST00764
TXN003920,25-05-2024,Tennis Ball,Sports,North,Online,6,5549.06,33294.36,UPI,CUST03043
TXN003921,07-10-2024,Office Chair,Furniture,East,Online,10,7716.03,77160.3,Net Banking,CUST03202
TXN003922,25-01-2024,Sweater,Clothing,West,Online,7,5006.53,35045.71,Credit Card,CUST02244
TXN003923,28-12-2025,Cooking Oil,Grocery,South,Online,3,9533.19,28599.57,Cash,CUST00134
TXN003924,21-09-2024,Shampoo,Beauty,South,Offline,8,3704.51,29636.08,UPI,CUST01693
TXN003925,07-03-2025,Bed Frame,Furniture,South,Offline,5,1072.82,5364.1,Credit Card,CUST02012
TXN003926,31-03-2024,T-Shirt,Clothing,South,Online,2,4627.95,9255.9,UPI,CUST03647
TXN003927,21-06-2024,Dumbbells,Sports,South,Offline,1,1306.1,1306.1,UPI,CUST02103
TXN003928,05-11-2024,Laptop,Electronics,East,Offline,5,8012.61,40063.05,UPI,CUST01800
TXN003929,01-07-2024,Cricket Bat,Sports,North,Online,7,8927.16,62490.12,Cash,CUST01697
TXN003930,05-07-2025,Rice Bag,Grocery,East,Offline,7,9182.59,64278.13,Credit Card,CUST03595
TXN003931,19-01-2025,Laptop,Electronics,West,Offline,1,7848.67,7848.67,UPI,CUST01392
TXN003932,27-12-2025,Lipstick,Beauty,South,Offline,5,1836.95,9184.75,Net Banking,CUST02052
TXN003933,09-09-2024,Tea Powder,Grocery,North,Online,8,4575.56,36604.48,UPI,CUST03306
TXN003934,28-01-2024,Sweater,Clothing,North,Offline,5,9919.61,49598.05,UPI,CUST02764
TXN003935,24-02-2025,Rice Bag,Grocery,East,Online,1,8527.15,8527.15,Cash,CUST02462
TXN003936,27-02-2025,Shampoo,Beauty,West,Offline,3,9568.97,28706.91,Net Banking,CUST03277
TXN003937,24-08-2025,Wheat Flour,Grocery,West,Online,8,7463.07,59704.56,Credit Card,CUST01600
TXN003938,27-06-2025,Shorts,Clothing,East,Offline,8,312.61,2500.88,Credit Card,CUST01060
TXN003939,31-01-2024,Sunscreen,Beauty,East,Offline,6,428.15,2568.9,Cash,CUST00286
TXN003940,12-07-2024,Pulses Pack,Grocery,North,Online,4,2823.44,11293.76,UPI,CUST02302
TXN003941,05-10-2024,Saree,Clothing,South,Online,1,6941.17,6941.17,Credit Card,CUST03320
TXN003942,13-05-2025,Yoga Mat,Sports,North,Online,5,8131.88,40659.4,UPI,CUST01045
TXN003943,18-10-2024,Badminton Racket,Sports,South,Offline,10,3360.1,33601,Credit Card,CUST03422
TXN003944,27-03-2024,Face Wash,Beauty,South,Offline,7,1391.26,9738.82,UPI,CUST00691
TXN003945,27-05-2025,Smartphone,Electronics,East,Offline,2,6518.77,13037.54,Net Banking,CUST00839
TXN003946,04-10-2024,Bookshelf,Furniture,North,Offline,10,1922.83,19228.3,UPI,CUST02762
TXN003947,30-04-2024,Spices Pack,Grocery,West,Online,3,4283.37,12850.11,Net Banking,CUST02943
TXN003948,03-04-2024,Hair Oil,Beauty,East,Online,2,4505.06,9010.12,Net Banking,CUST02279
TXN003949,15-04-2024,Sweater,Clothing,North,Offline,7,9525.18,66676.26,Credit Card,CUST00168
TXN003950,04-10-2024,Yoga Mat,Sports,North,Online,5,1819.93,9099.65,Credit Card,CUST01284
TXN003951,31-12-2025,Wardrobe,Furniture,West,Online,4,4885.59,19542.36,Net Banking,CUST02921
TXN003952,02-01-2025,Spices Pack,Grocery,South,Online,4,577.95,2311.8,Credit Card,CUST01699
TXN003953,29-11-2024,Wheat Flour,Grocery,South,Offline,2,8296.59,16593.18,UPI,CUST02121
TXN003954,27-07-2025,Jeans,Clothing,South,Online,9,7924.92,71324.28,UPI,CUST00299
TXN003955,03-01-2024,Spices Pack,Grocery,East,Online,7,1280.68,8964.76,UPI,CUST03822
TXN003956,14-02-2025,Office Chair,Furniture,South,Online,2,9993.65,19987.3,Credit Card,CUST00248
TXN003957,13-08-2025,Wheat Flour,Grocery,North,Online,5,8744.31,43721.55,Net Banking,CUST00872
TXN003958,17-11-2025,Running Shoes,Sports,North,Online,4,5020.71,20082.84,Net Banking,CUST03976
TXN003959,26-10-2024,Badminton Racket,Sports,South,Offline,1,659.41,659.41,Cash,CUST02591
TXN003960,30-05-2024,Dining Table,Furniture,West,Offline,2,1652.56,3305.12,Cash,CUST02256
TXN003961,16-06-2024,Kurta,Clothing,South,Online,10,4150.09,41500.9,Net Banking,CUST01688
TXN003962,20-01-2024,Kurta,Clothing,North,Online,9,9928.23,89354.07,UPI,CUST01882
TXN003963,05-03-2024,Wheat Flour,Grocery,South,Online,2,7708.51,15417.02,Cash,CUST03397
TXN003964,15-01-2024,Saree,Clothing,East,Online,8,561.77,4494.16,Credit Card,CUST01997
TXN003965,16-06-2025,Television,Electronics,South,Online,3,462.19,1386.57,Cash,CUST02338
TXN003966,11-06-2025,Sweater,Clothing,North,Online,7,4967.91,34775.37,UPI,CUST02216
TXN003967,26-03-2025,Spices Pack,Grocery,West,Offline,6,686.73,4120.38,Net Banking,CUST03271
TXN003968,20-10-2024,Face Wash,Beauty,North,Offline,7,3234.95,22644.65,Credit Card,CUST01750
TXN003969,27-04-2025,Wheat Flour,Grocery,North,Online,10,5147.33,51473.3,Cash,CUST01830
TXN003970,23-08-2025,Bookshelf,Furniture,South,Offline,1,8605.13,8605.13,Cash,CUST00794
TXN003971,10-11-2024,Wardrobe,Furniture,West,Online,1,1940.44,1940.44,Credit Card,CUST01627
TXN003972,18-09-2025,T-Shirt,Clothing,West,Online,7,6666.69,46666.83,UPI,CUST01415
TXN003973,24-06-2024,Bookshelf,Furniture,West,Online,1,6156.7,6156.7,Cash,CUST01891
TXN003974,21-09-2024,Television,Electronics,West,Offline,2,4383.54,8767.08,UPI,CUST00601
TXN003975,24-10-2025,Sweater,Clothing,South,Offline,8,3744.15,29953.2,Credit Card,CUST01404
TXN003976,26-12-2025,Football,Sports,South,Online,1,7229.21,7229.21,UPI,CUST03443
TXN003977,02-08-2024,Spices Pack,Grocery,South,Online,4,1446.43,5785.72,Net Banking,CUST00945
TXN003978,10-08-2024,Dining Table,Furniture,West,Offline,7,1677.47,11742.29,Credit Card,CUST01907
TXN003979,23-05-2024,Saree,Clothing,West,Online,6,7534.06,45204.36,Credit Card,CUST00418
TXN003980,06-02-2024,Dress,Clothing,South,Online,1,5477.86,5477.86,UPI,CUST00584
TXN003981,01-11-2025,Sweater,Clothing,East,Online,8,210.29,1682.32,Credit Card,CUST00783
TXN003982,26-08-2024,Jeans,Clothing,West,Offline,6,4046.37,24278.22,Cash,CUST00524
TXN003983,03-01-2025,Perfume,Beauty,East,Offline,8,2269.29,18154.32,Cash,CUST02427
TXN003984,20-06-2025,Hair Oil,Beauty,North,Online,8,9499.83,75998.64,Net Banking,CUST02214
TXN003985,17-01-2024,Hair Oil,Beauty,South,Offline,6,8457.09,50742.54,UPI,CUST01259
TXN003986,05-11-2024,Face Wash,Beauty,West,Online,6,4945.73,29674.38,Credit Card,CUST01899
TXN003987,27-09-2025,Shampoo,Beauty,South,Offline,1,3299.77,3299.77,Credit Card,CUST02578
TXN003988,06-04-2025,Kurta,Clothing,North,Online,5,7285.69,36428.45,Credit Card,CUST02156
TXN003989,23-07-2025,T-Shirt,Clothing,West,Offline,10,9110.77,91107.7,Net Banking,CUST03743
TXN003990,24-11-2025,Sunscreen,Beauty,West,Online,2,6964.52,13929.04,Cash,CUST00975
TXN003991,17-06-2024,Bluetooth Speaker,Electronics,South,Offline,6,7815.84,46895.04,Cash,CUST00524
TXN003992,05-12-2024,Television,Electronics,South,Offline,9,4107.38,36966.42,Cash,CUST01652
TXN003993,23-10-2025,Cooking Oil,Grocery,North,Offline,7,4763.21,33342.47,UPI,CUST03395
TXN003994,04-08-2025,Badminton Racket,Sports,South,Online,3,5639.19,16917.57,UPI,CUST02967
TXN003995,22-09-2025,Smartphone,Electronics,West,Offline,3,3173.15,9519.45,Net Banking,CUST01562
TXN003996,21-06-2024,Jeans,Clothing,North,Offline,10,7617.79,76177.9,Credit Card,CUST03718
TXN003997,24-11-2025,Wheat Flour,Grocery,West,Offline,4,6006.05,24024.2,UPI,CUST02520
TXN003998,10-12-2024,Yoga Mat,Sports,East,Online,9,5672.53,51052.77,UPI,CUST03228
TXN003999,19-10-2024,Wheat Flour,Grocery,South,Offline,4,837.42,3349.68,Cash,CUST02104
TXN004000,17-05-2025,T-Shirt,Clothing,East,Online,2,255.43,510.86,Credit Card,CUST03016
TXN004001,23-04-2025,Kurta,Clothing,South,Online,3,3574.15,10722.45,Net Banking,CUST02691
TXN004002,17-04-2025,Jacket,Clothing,West,Online,5,9189.43,45947.15,Net Banking,CUST01098
TXN004003,31-07-2025,Jeans,Clothing,South,Offline,1,7989.79,7989.79,Cash,CUST00137
TXN004004,09-09-2025,Tablet,Electronics,South,Offline,1,7503.12,7503.12,Credit Card,CUST03999
TXN004005,06-06-2024,Wheat Flour,Grocery,North,Offline,9,8877.02,79893.18,Credit Card,CUST02722
TXN004006,25-04-2025,Yoga Mat,Sports,North,Offline,2,4895,9790,Net Banking,CUST03257
TXN004007,29-02-2024,Badminton Racket,Sports,East,Online,8,1057.6,8460.8,Net Banking,CUST01199
TXN004008,25-12-2025,Hair Oil,Beauty,North,Online,1,2927.08,2927.08,Net Banking,CUST03337
TXN004009,09-09-2024,Lipstick,Beauty,South,Offline,10,8370.38,83703.8,UPI,CUST03745
TXN004010,20-05-2025,Dress,Clothing,South,Online,6,1394.6,8367.6,Cash,CUST02701
TXN004011,05-12-2024,Sugar,Grocery,North,Online,9,1994.69,17952.21,UPI,CUST03032
TXN004012,05-04-2025,Rice Bag,Grocery,West,Offline,5,2530.56,12652.8,UPI,CUST01454
TXN004013,14-02-2024,Tennis Ball,Sports,South,Offline,10,2221.79,22217.9,Cash,CUST01619
TXN004014,10-06-2024,Lipstick,Beauty,East,Online,4,546.28,2185.12,Net Banking,CUST01149
TXN004015,06-02-2025,Badminton Racket,Sports,West,Offline,4,3051.89,12207.56,Credit Card,CUST01468
TXN004016,14-09-2024,Dumbbells,Sports,North,Online,2,1947.98,3895.96,Cash,CUST02810
TXN004017,30-12-2024,Rice Bag,Grocery,West,Offline,2,150.58,301.16,Cash,CUST00859
TXN004018,04-12-2024,Bookshelf,Furniture,North,Offline,7,106.85,747.95,UPI,CUST02407
